policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1203,District Higher Education Education Reform 27,Early Childhood,Punjab,2023,Teachers,Pilot,71.69,"State Education Department, Private Partners",0.54,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Punjab.,Increase reach by 36% in 5 years.,This policy aims to improve learning outcomes in Early Childhood through teacher training programs in Punjab. Goals: Increase reach by 36% in 5 years.
P1204,National Early Childhood Education Reform 2,Higher Education,Kerala,2017,Urban Students,Pilot,63.71,"State Education Department, Private Partners",0.779,This policy aims to improve learning outcomes in Higher Education through grants to schools in Kerala.,Increase reach by 9% in 1 years.,This policy aims to improve learning outcomes in Higher Education through grants to schools in Kerala. Goals: Increase reach by 9% in 1 years.
P1205,State Secondary Education Reform 6,Primary,West Bengal,2023,Rural Students,Pilot,0.38,"Ministry of Education, Local NGOs",0.67,This policy aims to improve early childhood development in Primary through scholarship schemes in West Bengal.,Increase reach by 14% in 3 years.,This policy aims to improve early childhood development in Primary through scholarship schemes in West Bengal. Goals: Increase reach by 14% in 3 years.
P1206,National Higher Education Education Reform 11,Early Childhood,Uttar Pradesh,2017,Women,Under Review,0.33,"Ministry of Education, Local NGOs",0.376,This policy aims to improve digital access in Early Childhood through public-private partnerships in Uttar Pradesh.,Increase reach by 20% in 1 years.,This policy aims to improve digital access in Early Childhood through public-private partnerships in Uttar Pradesh. Goals: Increase reach by 20% in 1 years.
P1207,National Primary Education Reform 56,Primary,Gujarat,2024,Women,Proposed,73.29,"State Education Department, Private Partners",0.206,This policy aims to improve vocational skills in Primary through teacher training programs in Gujarat.,Increase reach by 5% in 2 years.,This policy aims to improve vocational skills in Primary through teacher training programs in Gujarat. Goals: Increase reach by 5% in 2 years.
P1208,State Higher Education Education Reform 67,Early Childhood,Delhi,2017,Rural Students,Implemented,78.63,"Ministry of Education, Local NGOs",0.787,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Delhi.,Increase reach by 32% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Delhi. Goals: Increase reach by 32% in 3 years.
P1209,District Primary Education Reform 34,Early Childhood,Maharashtra,2022,Urban Students,Under Review,2.75,"EdTech Companies, Universities",0.249,This policy aims to improve infrastructure in Early Childhood through digital device distribution in Maharashtra.,Increase reach by 11% in 5 years.,This policy aims to improve infrastructure in Early Childhood through digital device distribution in Maharashtra. Goals: Increase reach by 11% in 5 years.
P1210,District Primary Education Reform 30,Early Childhood,Karnataka,2015,All,Proposed,5.69,"Teachers' Unions, Community Leaders",0.441,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Karnataka.,Increase reach by 7% in 5 years.,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Karnataka. Goals: Increase reach by 7% in 5 years.
P1211,District Vocational Education Reform 29,Higher Education,Uttar Pradesh,2021,Disadvantaged Groups,Under Review,86.08,"EdTech Companies, Universities",0.432,This policy aims to improve early childhood development in Higher Education through public-private partnerships in Uttar Pradesh.,Increase reach by 8% in 2 years.,This policy aims to improve early childhood development in Higher Education through public-private partnerships in Uttar Pradesh. Goals: Increase reach by 8% in 2 years.
P1212,National Early Childhood Education Reform 6,Vocational,Maharashtra,2022,All,Under Review,46.18,"EdTech Companies, Universities",0.507,This policy aims to improve teacher quality in Vocational through teacher training programs in Maharashtra.,Increase reach by 23% in 5 years.,This policy aims to improve teacher quality in Vocational through teacher training programs in Maharashtra. Goals: Increase reach by 23% in 5 years.
P1213,State Early Childhood Education Reform 32,Vocational,Kerala,2024,Urban Students,Implemented,7.26,"Central Government, Donors",0.121,This policy aims to improve early childhood development in Vocational through digital device distribution in Kerala.,Increase reach by 5% in 3 years.,This policy aims to improve early childhood development in Vocational through digital device distribution in Kerala. Goals: Increase reach by 5% in 3 years.
P1214,National Vocational Education Reform 95,Higher Education,Maharashtra,2018,Women,Implemented,0.3,"Ministry of Education, Local NGOs",0.966,This policy aims to improve infrastructure in Higher Education through public-private partnerships in Maharashtra.,Increase reach by 22% in 1 years.,This policy aims to improve infrastructure in Higher Education through public-private partnerships in Maharashtra. Goals: Increase reach by 22% in 1 years.
P1215,National Secondary Education Reform 67,Vocational,Kerala,2022,Disadvantaged Groups,Proposed,2.77,"Central Government, Donors",0.167,This policy aims to improve early childhood development in Vocational through grants to schools in Kerala.,Increase reach by 32% in 2 years.,This policy aims to improve early childhood development in Vocational through grants to schools in Kerala. Goals: Increase reach by 32% in 2 years.
P1216,National Higher Education Education Reform 34,Higher Education,West Bengal,2020,Rural Students,Pilot,38.69,"State Education Department, Private Partners",0.221,This policy aims to improve early childhood development in Higher Education through grants to schools in West Bengal.,Increase reach by 14% in 1 years.,This policy aims to improve early childhood development in Higher Education through grants to schools in West Bengal. Goals: Increase reach by 14% in 1 years.
P1217,National Vocational Education Reform 60,Higher Education,West Bengal,2016,Women,Under Review,11.78,"Central Government, Donors",0.336,This policy aims to improve learning outcomes in Higher Education through grants to schools in West Bengal.,Increase reach by 15% in 3 years.,This policy aims to improve learning outcomes in Higher Education through grants to schools in West Bengal. Goals: Increase reach by 15% in 3 years.
P1218,District Early Childhood Education Reform 6,Secondary,Kerala,2017,Students,Implemented,51.7,"Ministry of Education, Local NGOs",0.703,This policy aims to improve teacher quality in Secondary through teacher training programs in Kerala.,Increase reach by 6% in 4 years.,This policy aims to improve teacher quality in Secondary through teacher training programs in Kerala. Goals: Increase reach by 6% in 4 years.
P1219,State Early Childhood Education Reform 96,Early Childhood,Uttar Pradesh,2016,Urban Students,Proposed,6.82,"Ministry of Education, Local NGOs",0.839,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Uttar Pradesh.,Increase reach by 17% in 4 years.,This policy aims to improve infrastructure in Early Childhood through teacher training programs in Uttar Pradesh. Goals: Increase reach by 17% in 4 years.
P1220,State Primary Education Reform 75,Early Childhood,Delhi,2016,Students,Proposed,18.54,"Central Government, Donors",0.82,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Delhi.,Increase reach by 12% in 1 years.,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Delhi. Goals: Increase reach by 12% in 1 years.
P1221,State Primary Education Reform 22,Early Childhood,West Bengal,2021,Urban Students,Proposed,0.37,"State Education Department, Private Partners",0.415,This policy aims to improve infrastructure in Early Childhood through digital device distribution in West Bengal.,Increase reach by 22% in 4 years.,This policy aims to improve infrastructure in Early Childhood through digital device distribution in West Bengal. Goals: Increase reach by 22% in 4 years.
P1222,National Primary Education Reform 79,Early Childhood,Punjab,2018,Disadvantaged Groups,Under Review,0.26,"EdTech Companies, Universities",0.526,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Punjab.,Increase reach by 29% in 2 years.,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Punjab. Goals: Increase reach by 29% in 2 years.
P1223,State Secondary Education Reform 83,Early Childhood,Uttar Pradesh,2025,All,Proposed,0.41,"Teachers' Unions, Community Leaders",0.527,This policy aims to improve digital access in Early Childhood through digital device distribution in Uttar Pradesh.,Increase reach by 37% in 3 years.,This policy aims to improve digital access in Early Childhood through digital device distribution in Uttar Pradesh. Goals: Increase reach by 37% in 3 years.
P1224,State Higher Education Education Reform 24,Primary,Kerala,2024,Teachers,Proposed,24.69,"Central Government, Donors",0.571,This policy aims to improve early childhood development in Primary through teacher training programs in Kerala.,Increase reach by 15% in 1 years.,This policy aims to improve early childhood development in Primary through teacher training programs in Kerala. Goals: Increase reach by 15% in 1 years.
